CanonicalModelId,Brand,Model,PublicFamily,PrimaryCategory,Paddle,SpeedGeneration,Drive,Release,Hold,Forgiveness,Stability,Sensitivity,Glide,WeakWaves,PowerfulWaves,BeachBreak,PointBreak,ReefBreak,MinimumAbility,SourceMethod,PhysicalConfidence,BehaviourConfidence,ReviewRequired,ReviewNotes
8062,Pukas,Pukas Fish,fish,performance_fish,8,9,7,8,8,7,7,9,6,8,6,7,6,7,progressing,manufacturer_inference,medium,medium,False,Applied governed evidence rule: low rails.
8063,Pukas,Pukas Flying Diamond,daily_driver,hybrid_shortboard,8,8,7,8,6,8,8,7,6,7,6,9,7,6,progressing,manufacturer_inference,medium,medium,False,
8056,Pukas,Pukas Hyperlink,daily_driver,hybrid_shortboard,8,8,7,8,6,8,8,7,6,7,6,9,7,6,progressing,manufacturer_inference,medium,medium,False,
8064,Pukas,Pukas Magnetic,mid_length,mid_length,9,7,7,5,7,8,9,5,10,6,6,6,8,7,beginner,manufacturer_inference,medium,medium,False,
8065,Pukas,Pukas Mustache,fish,performance_fish,8,10,8,9,7,8,8,7,6,8,6,7,6,7,progressing,manufacturer_inference,medium,medium,False,Applied governed evidence rule: swallow tail.
8058,Pukas,Pukas Performance Mood,daily_driver,hybrid_shortboard,8,8,8,8,7,8,8,7,6,7,6,9,7,6,progressing,manufacturer_inference,medium,medium,False,Applied governed evidence rule: channels.
8066,Pukas,Pukas Space Oddity,daily_driver,daily_driver,10,7,9,6,9,7,8,8,6,6,7,9,7,7,progressing,manufacturer_inference,medium,medium,False,Applied governed evidence rule: round pin. Applied governed evidence rule: paddle power.
8068,Pukas,Pukas Water Lion,step_up,step_up,6,7,10,5,9,4,5,8,5,3,10,5,9,10,intermediate,manufacturer_inference,medium,medium,False,
8067,Pukas,Pukas Water Lion Ultra,daily_driver,hybrid_shortboard,8,8,7,8,6,8,8,7,6,7,6,9,7,6,progressing,manufacturer_inference,medium,medium,False,
7793,Pyzel,Astro Glider,fish,performance_fish,8,9,7,8,7,8,8,7,6,8,6,7,6,7,progressing,manufacturer_inference,medium,medium,False,
7762,Pyzel,Astro Pop,fish,performance_fish,9,8,7,8,7,7,8,7,5,7,6,7,6,7,progressing,manufacturer_inference,medium,medium,False,Applied governed evidence rule: paddle power. Applied governed evidence rule: vee.
7786,Pyzel,Astro Pop XL,groveller,groveller,8,8,6,8,5,9,9,5,6,10,3,9,5,4,beginner,manufacturer_inference,medium,medium,False,Applied governed evidence rule: vee.
7770,Pyzel,Crisis Twin,mid_length,mid_length,8,7,7,6,7,7,8,5,9,6,6,7,8,7,beginner,manufacturer_inference,medium,medium,False,Applied governed evidence rule: vee.
7761,Pyzel,Ghost,performance_shortboard,performance_shortboard,5,7,8,8,8,4,4,9,3,4,10,7,8,10,advanced,manufacturer_inference,medium,medium,False,Curated public-family authority: Manufacturer design intent is quality-wave high-performance surfing.
7794,Pyzel,Ghost Pro,performance_shortboard,performance_shortboard,8,10,10,10,9,3,4,10,4,4,10,7,8,10,advanced,manufacturer_inference,medium,medium,False,Applied governed evidence rule: swallow tail. Applied governed evidence rule: paddle power. Applied governed evidence rule: single concave.
7791,Pyzel,Ghost Swallow,daily_driver,daily_driver,10,10,8,9,7,7,8,7,6,6,6,9,7,7,progressing,manufacturer_inference,medium,medium,False,Applied governed evidence rule: swallow tail. Applied governed evidence rule: paddle power. Applied governed evidence rule: single concave.
7785,Pyzel,Ghost XL,performance_shortboard,performance_shortboard,7,9,10,9,8,4,5,10,3,4,10,7,8,10,advanced,manufacturer_inference,medium,medium,False,Applied governed evidence rule: swallow tail. Applied governed evidence rule: paddle power. Applied governed evidence rule: single concave.
7768,Pyzel,Gremlin,groveller,groveller,7,8,6,7,5,8,8,5,5,10,3,8,5,4,beginner,manufacturer_inference,medium,medium,False,Curated public-family authority: Weak-wave speed and forgiving small-wave performance are the core design role.
7772,Pyzel,Gremlin XL,daily_driver,hybrid_shortboard,8,8,7,8,6,8,8,7,6,7,6,9,7,6,progressing,manufacturer_inference,medium,medium,False,
7771,Pyzel,Happy Twin,groveller,groveller,9,10,7,10,5,9,9,5,6,10,2,9,5,4,beginner,explicit_manufacturer,high,high,False,Applied governed evidence rule: flatter rocker. Applied governed evidence rule: swallow. Applied governed evidence rule: vee.
7788,Pyzel,Highline,performance_shortboard,performance_shortboard,5,9,9,9,8,3,3,10,3,4,10,7,8,10,advanced,manufacturer_inference,medium,medium,False,Applied governed evidence rule: single concave.
7790,Pyzel,Mid Length Crisis,mid_length,mid_length,9,8,7,7,7,8,9,5,10,6,6,6,8,7,beginner,manufacturer_inference,medium,medium,False,Applied governed evidence rule: vee.
7763,Pyzel,Mini Ghost Round,daily_driver,hybrid_shortboard,10,8,8,8,6,8,9,8,6,7,6,9,7,6,progressing,explicit_manufacturer,high,high,False,Applied governed evidence rule: foam under the chest.
7764,Pyzel,Mini Ghost Squash,daily_driver,performance_daily_driver,8,7,7,7,7,7,8,7,5,6,7,8,7,8,intermediate,explicit_manufacturer,high,high,False,Applied governed evidence rule: foam under the chest.
7782,Pyzel,Next Step,step_up,step_up,8,7,9,5,10,4,6,9,5,3,8,5,8,8,intermediate,manufacturer_inference,medium,medium,False,Applied governed evidence rule: refined rails. Applied governed evidence rule: paddle power.
7781,Pyzel,Padillac,step_up,step_up,6,8,10,7,9,5,6,7,5,3,8,5,8,8,intermediate,explicit_manufacturer,high,high,False,Applied governed evidence rule: swallow. Applied governed evidence rule: vee.
7787,Pyzel,Phantom,daily_driver,performance_daily_driver,6,8,7,7,7,7,7,7,5,6,8,9,8,9,intermediate,manufacturer_inference,medium,medium,False,Applied governed evidence rule: single concave. Curated public-family authority: Manufacturer positions the Phantom as a daily driver with a high-performance edge.
7797,Pyzel,Phantom Round,daily_driver,hybrid_shortboard,8,9,7,8,6,7,7,7,6,7,6,9,7,6,progressing,explicit_manufacturer,high,high,False,Applied governed evidence rule: single concave.
7798,Pyzel,Phantom Squash,daily_driver,hybrid_shortboard,8,9,7,8,6,7,7,7,6,7,6,9,7,6,progressing,explicit_manufacturer,high,high,False,Applied governed evidence rule: single concave.
7773,Pyzel,Phantom XL,daily_driver,performance_daily_driver,6,7,7,7,7,7,7,7,5,6,7,9,7,8,intermediate,manufacturer_inference,medium,medium,False,
7769,Pyzel,Power Tiger,daily_driver,hybrid_shortboard,8,8,7,8,7,8,8,7,6,7,6,9,7,6,progressing,manufacturer_inference,medium,medium,False,
7765,Pyzel,Power Tiger Grom,step_up,step_up,6,8,9,6,9,5,6,7,5,3,8,5,8,8,intermediate,manufacturer_inference,medium,medium,False,
7767,Pyzel,Power Tiger XL,performance_shortboard,performance_shortboard,7,9,9,10,8,5,5,10,4,7,7,8,7,8,intermediate,manufacturer_inference,medium,medium,False,Applied governed evidence rule: flat rocker. Applied governed evidence rule: vee.
7776,Pyzel,Precious,daily_driver,daily_driver,10,8,7,8,7,7,8,7,6,6,6,9,7,7,progressing,manufacturer_inference,medium,medium,False,Applied governed evidence rule: paddle power.
7777,Pyzel,Puerto Padi,step_up,step_up,9,8,10,6,9,4,6,8,6,3,10,5,9,10,intermediate,manufacturer_inference,medium,medium,False,Applied governed evidence rule: swallow tail. Applied governed evidence rule: paddle power.
7799,Pyzel,Pyzalien,daily_driver,daily_driver,7,8,7,8,7,7,7,7,5,6,6,9,7,7,progressing,explicit_manufacturer,high,high,False,
7789,Pyzel,Pyzalien 2,daily_driver,performance_daily_driver,6,9,8,9,8,6,6,9,5,6,7,8,7,8,intermediate,explicit_manufacturer,high,high,False,Applied governed evidence rule: refined rails. Applied governed evidence rule: swallow tail. Applied governed evidence rule: single concave. Applied governed evidence rule: vee.
7784,Pyzel,Pyzalien 2 XL,daily_driver,performance_daily_driver,6,10,9,10,8,7,7,10,5,6,7,9,7,8,intermediate,explicit_manufacturer,high,high,False,Applied governed evidence rule: refined rails. Applied governed evidence rule: swallow tail. Applied governed evidence rule: single concave. Applied governed evidence rule: vee.
7795,Pyzel,Radius,performance_shortboard,performance_shortboard,5,9,9,9,8,3,3,10,3,4,10,7,8,10,advanced,manufacturer_inference,medium,medium,False,Applied governed evidence rule: single concave.
7775,Pyzel,Radius Prime Round,performance_shortboard,performance_shortboard,5,9,9,9,8,3,3,10,3,4,10,7,8,10,advanced,manufacturer_inference,medium,medium,False,Applied governed evidence rule: single concave.
7774,Pyzel,Radius Prime Squash,performance_shortboard,performance_shortboard,5,9,9,9,8,3,3,10,3,4,10,7,8,10,advanced,manufacturer_inference,medium,medium,False,Applied governed evidence rule: single concave.
7778,Pyzel,Red Tiger,performance_shortboard,performance_shortboard,5,7,8,9,8,4,4,9,3,4,10,7,8,10,advanced,manufacturer_inference,medium,medium,False,Applied governed evidence rule: vee.
7779,Pyzel,Red Tiger XL,performance_shortboard,hybrid_shortboard,7,8,7,9,6,7,7,7,5,7,6,9,7,6,progressing,manufacturer_inference,medium,medium,False,Applied governed evidence rule: vee. Curated public-family authority: The supportive XL variant retains the Red Tiger's high-performance shortboard identity.
7760,Pyzel,Score Lord,daily_driver,hybrid_shortboard,10,7,8,6,8,7,8,7,6,7,7,9,7,6,progressing,manufacturer_inference,medium,medium,False,Applied governed evidence rule: round pin. Applied governed evidence rule: full nose.
7796,Pyzel,Shadow,performance_shortboard,performance_shortboard,5,8,9,9,8,3,3,10,3,4,10,7,8,10,advanced,manufacturer_inference,medium,medium,False,
7792,Pyzel,Shadow XL,performance_shortboard,performance_shortboard,8,8,9,9,8,3,4,10,4,4,10,7,8,10,advanced,explicit_manufacturer,high,high,False,Applied governed evidence rule: foam under the chest.
7800,Pyzel,Tank,step_up,step_up,6,7,10,5,9,4,5,8,5,3,10,5,9,10,intermediate,manufacturer_inference,medium,medium,False,
7766,Pyzel,Tiger Twin,groveller,performance_twin,6,9,8,10,7,5,5,8,5,6,7,7,7,8,intermediate,manufacturer_inference,medium,medium,False,Applied governed evidence rule: swallow tail. Applied governed evidence rule: vee. Curated public-family authority: The design blends two smaller-wave models and prioritises easy speed in weaker surf.
7780,Pyzel,White Tiger,daily_driver,hybrid_shortboard,9,7,7,8,6,7,8,7,5,7,6,8,7,6,progressing,explicit_manufacturer,high,high,False,Applied governed evidence rule: full nose. Applied governed evidence rule: vee.
7783,Pyzel,Wildcat,daily_driver,hybrid_shortboard,9,8,9,7,9,7,8,7,5,7,7,9,7,6,progressing,explicit_manufacturer,high,high,False,Applied governed evidence rule: rounded pin. Applied governed evidence rule: wide nose. Applied governed evidence rule: channels.
7904,Rusty,1984,daily_driver,hybrid_shortboard,8,8,7,9,6,9,9,6,6,7,6,9,7,6,progressing,manufacturer_inference,medium,medium,False,Applied governed evidence rule: boxy rails. Applied governed evidence rule: vee.
7905,Rusty,419 Fish,fish,performance_fish,7,9,7,8,7,7,7,7,5,7,6,7,6,7,progressing,manufacturer_inference,medium,medium,False,Applied governed evidence rule: single concave. Applied governed evidence rule: vee.
7906,Rusty,421 Fish,fish,traditional_fish,7,8,7,7,5,7,7,5,7,8,4,7,6,5,progressing,manufacturer_inference,medium,medium,False,
7907,Rusty,Bali Single,daily_driver,hybrid_shortboard,8,8,8,9,6,8,8,8,6,7,6,9,7,6,progressing,manufacturer_inference,medium,medium,False,Applied governed evidence rule: vee.
7908,Rusty,Barking Spider,daily_driver,hybrid_shortboard,8,9,8,9,6,8,8,7,6,7,6,9,7,6,progressing,manufacturer_inference,medium,medium,False,Applied governed evidence rule: swallow.
7909,Rusty,Big Cat,mid_length,mid_length,9,9,8,8,7,8,9,5,10,6,6,6,8,7,beginner,manufacturer_inference,medium,medium,False,Applied governed evidence rule: swallow. Applied governed evidence rule: vee.
7910,Rusty,Blackbird,step_up,step_up,6,7,10,5,10,5,6,7,5,3,9,5,8,8,intermediate,manufacturer_inference,medium,medium,False,Applied governed evidence rule: rounded pin. Applied governed evidence rule: vee.
7911,Rusty,Blade,daily_driver,hybrid_shortboard,8,9,8,8,7,8,8,7,6,7,6,9,7,6,progressing,manufacturer_inference,medium,medium,False,Applied governed evidence rule: single concave. Applied governed evidence rule: channels.
7912,Rusty,D Min,fish,performance_fish,8,9,8,8,9,8,8,7,6,8,7,7,6,7,progressing,explicit_manufacturer,high,high,False,Applied governed evidence rule: round pin. Applied governed evidence rule: vee.
7913,Rusty,Desert Island,mid_length,mid_length,10,7,7,5,7,8,10,5,10,6,6,6,8,7,beginner,manufacturer_inference,medium,medium,False,Applied governed evidence rule: paddle power.
7914,Rusty,Dozer,performance_shortboard,performance_shortboard,5,8,9,9,8,3,3,10,3,4,10,7,8,10,advanced,manufacturer_inference,medium,medium,False,
7915,Rusty,Dwart,fish,performance_fish,8,10,7,7,7,7,7,7,5,9,5,7,6,7,progressing,manufacturer_inference,medium,medium,False,Applied governed evidence rule: flat rocker. Applied governed evidence rule: single concave.
7916,Rusty,Dwart Too,daily_driver,hybrid_shortboard,8,8,7,8,6,8,8,7,6,7,6,9,7,6,progressing,manufacturer_inference,medium,medium,False,
7917,Rusty,Egg,mid_length,mid_length,9,7,7,5,7,8,9,5,10,6,6,6,8,7,beginner,manufacturer_inference,medium,medium,False,
7918,Rusty,Egg Not,mid_length,mid_length,9,7,7,5,7,8,9,5,10,6,6,6,8,7,beginner,manufacturer_inference,medium,medium,False,
7919,Rusty,El Dorado,longboard,longboard,10,6,7,6,6,9,10,4,10,6,5,6,8,6,beginner,manufacturer_inference,medium,medium,False,Applied governed evidence rule: vee.
7920,Rusty,Enough Said,performance_shortboard,performance_shortboard,5,9,9,9,9,3,3,10,3,4,10,7,8,10,advanced,manufacturer_inference,medium,medium,False,Applied governed evidence rule: single concave.
7921,Rusty,Express,mid_length,mid_length,9,7,7,5,7,8,9,5,10,6,6,6,8,7,beginner,manufacturer_inference,medium,medium,False,
7922,Rusty,Fish Quatro,fish,performance_fish,7,8,7,7,7,7,7,7,5,7,6,7,6,7,progressing,manufacturer_inference,medium,medium,False,
7923,Rusty,Hatchet,groveller,groveller,9,10,7,8,5,9,9,6,6,10,2,8,5,4,beginner,manufacturer_inference,medium,medium,False,Applied governed evidence rule: low rocker. Applied governed evidence rule: single concave. Applied governed evidence rule: vee.
7924,Rusty,Heckler,fish,performance_fish,8,9,7,8,7,8,8,7,6,8,6,7,6,7,progressing,manufacturer_inference,medium,medium,False,
7925,Rusty,Hustler,daily_driver,daily_driver,8,8,7,7,7,7,7,7,5,8,5,8,7,7,progressing,manufacturer_inference,medium,medium,False,Applied governed evidence rule: low rocker.
7926,Rusty,Illuminati,daily_driver,hybrid_shortboard,8,8,7,8,6,8,8,7,6,7,6,9,7,6,progressing,manufacturer_inference,medium,medium,False,
7927,Rusty,Keg,performance_shortboard,performance_shortboard,5,8,9,9,8,3,3,10,3,4,10,7,8,10,advanced,manufacturer_inference,medium,medium,False,
7928,Rusty,Lowrider,mid_length,mid_length,10,7,7,6,7,8,10,5,10,6,6,6,8,7,beginner,explicit_manufacturer,high,high,False,Applied governed evidence rule: full nose. Applied governed evidence rule: vee.
7929,Rusty,Mi Amigo,performance_shortboard,performance_shortboard,5,9,9,9,8,3,3,10,3,4,10,7,8,10,advanced,manufacturer_inference,medium,medium,False,Applied governed evidence rule: single concave.
7930,Rusty,Mini Tanker,longboard,longboard,10,6,7,5,6,9,10,4,10,6,5,6,8,6,beginner,manufacturer_inference,medium,medium,False,
7931,Rusty,Miso,daily_driver,hybrid_shortboard,8,9,7,9,6,8,8,7,6,7,6,9,7,6,progressing,explicit_manufacturer,high,high,False,Applied governed evidence rule: single concave. Applied governed evidence rule: vee.
7932,Rusty,Moby Fish,longboard,longboard,9,6,7,5,6,8,9,4,9,6,5,7,8,6,beginner,manufacturer_inference,medium,medium,False,
7933,Rusty,Model 8,daily_driver,hybrid_shortboard,7,8,7,8,7,8,8,8,6,5,7,9,7,6,progressing,manufacturer_inference,medium,medium,False,Applied governed evidence rule: more rocker.
7934,Rusty,Neil,performance_shortboard,performance_shortboard,5,9,9,10,8,3,3,10,3,4,10,7,8,10,advanced,manufacturer_inference,medium,medium,False,Applied governed evidence rule: single concave. Applied governed evidence rule: vee.
7935,Rusty,New Traveler,step_up,step_up,5,7,9,6,10,5,6,8,5,1,9,5,8,8,intermediate,manufacturer_inference,medium,medium,False,Applied governed evidence rule: more rocker. Applied governed evidence rule: vee.
7936,Rusty,Not So Moby Fish,fish,performance_fish,8,9,7,8,7,8,8,7,6,8,6,7,6,7,progressing,manufacturer_inference,medium,medium,False,
7937,Rusty,Panda,daily_driver,hybrid_shortboard,8,9,7,8,7,8,8,7,6,7,6,9,7,6,progressing,explicit_manufacturer,high,high,False,Applied governed evidence rule: single concave.
7938,Rusty,SD,daily_driver,hybrid_shortboard,7,9,7,9,7,8,8,8,6,5,7,9,7,6,progressing,manufacturer_inference,medium,medium,False,Applied governed evidence rule: more rocker. Applied governed evidence rule: single concave. Applied governed evidence rule: vee.
7939,Rusty,SD RT RE,performance_shortboard,performance_shortboard,4,9,9,10,9,3,3,10,3,2,10,7,8,10,advanced,manufacturer_inference,medium,medium,False,Applied governed evidence rule: more rocker. Applied governed evidence rule: single concave. Applied governed evidence rule: vee.
7940,Rusty,Shiv,groveller,groveller,8,9,7,7,5,9,9,6,6,10,3,8,5,4,beginner,manufacturer_inference,medium,medium,False,Applied governed evidence rule: deep concave.
7941,Rusty,Sista Brotha,daily_driver,hybrid_shortboard,8,8,7,8,6,8,8,7,6,7,6,9,7,6,progressing,manufacturer_inference,medium,medium,False,
7942,Rusty,Slayer,step_up,step_up,7,7,10,5,9,4,5,8,7,3,10,5,10,10,intermediate,manufacturer_inference,medium,medium,False,Applied governed evidence rule: longer rail.
7943,Rusty,Slayer 2,performance_shortboard,performance_shortboard,4,8,8,9,9,4,4,10,3,2,10,7,8,10,advanced,manufacturer_inference,medium,medium,False,Applied governed evidence rule: more rocker. Applied governed evidence rule: single concave. Applied governed evidence rule: vee.
7944,Rusty,Smoothie,mid_length,mid_length,9,7,7,6,7,8,9,5,10,6,6,6,8,7,beginner,manufacturer_inference,medium,medium,False,Applied governed evidence rule: vee.
7945,Rusty,So Fuunnn,daily_driver,hybrid_shortboard,8,8,8,8,6,8,8,8,6,7,6,9,7,6,progressing,manufacturer_inference,medium,medium,False,
7946,Rusty,The Deuce,performance_shortboard,performance_twin,7,9,7,9,7,6,6,8,6,6,7,8,7,8,progressing,manufacturer_inference,medium,medium,False,
7947,Rusty,The Rooster,daily_driver,performance_daily_driver,6,7,7,7,7,7,7,7,5,6,7,8,7,8,intermediate,manufacturer_inference,medium,medium,False,
7948,Rusty,Underdog,performance_shortboard,hybrid_shortboard,8,8,7,8,7,8,8,7,6,7,6,9,7,6,progressing,manufacturer_inference,medium,medium,False,Curated public-family authority: Competition performance in versatile and powerful waves is the primary purpose.
7949,Rusty,Utility,longboard,longboard,10,7,7,6,6,9,10,4,10,6,5,6,8,6,beginner,manufacturer_inference,medium,medium,False,Applied governed evidence rule: single concave. Applied governed evidence rule: vee.
7950,Rusty,What,performance_shortboard,performance_shortboard,5,9,9,10,8,3,3,10,3,4,10,7,8,10,advanced,manufacturer_inference,medium,medium,False,Applied governed evidence rule: single concave. Applied governed evidence rule: vee.
7951,Rusty,Yeti,mid_length,mid_length,9,7,7,5,7,8,9,5,10,6,6,6,8,7,beginner,manufacturer_inference,medium,medium,False,
7952,Rusty,Zeppelin,longboard,longboard,10,6,7,6,6,9,10,4,10,6,5,6,8,6,beginner,manufacturer_inference,medium,medium,False,Applied governed evidence rule: vee.
8019,Sharp Eye,#77,performance_shortboard,performance_shortboard,5,9,9,9,9,2,2,10,3,4,10,7,8,10,advanced,manufacturer_inference,medium,medium,False,Applied governed evidence rule: low rails. Applied governed evidence rule: single concave.
8020,Sharp Eye,Cheat Code,groveller,small_wave_shortboard,7,9,7,7,5,7,7,7,5,9,4,8,6,5,progressing,manufacturer_inference,medium,medium,False,Applied governed evidence rule: single concave.
8021,Sharp Eye,Disco,performance_shortboard,performance_shortboard,5,9,9,9,8,3,3,10,3,4,10,7,8,10,advanced,manufacturer_inference,medium,medium,False,Applied governed evidence rule: single concave.
8022,Sharp Eye,Disco II,performance_shortboard,performance_shortboard,5,9,9,9,8,3,3,10,3,4,10,7,8,10,advanced,manufacturer_inference,medium,medium,False,Applied governed evidence rule: single concave.
8023,Sharp Eye,Disco Inferno,performance_shortboard,performance_shortboard,5,8,8,8,8,4,4,9,3,4,10,7,8,10,advanced,manufacturer_inference,medium,medium,False,Applied governed evidence rule: single concave.
8024,Sharp Eye,File Fifty,performance_shortboard,performance_shortboard,5,9,9,9,9,2,2,10,3,4,10,7,8,10,advanced,manufacturer_inference,medium,medium,False,Applied governed evidence rule: low rails. Applied governed evidence rule: single concave.
8027,Sharp Eye,Holy Toledo,performance_shortboard,performance_shortboard,5,9,9,9,8,3,3,10,3,4,10,7,8,10,advanced,explicit_manufacturer,high,high,False,Applied governed evidence rule: single concave.
8025,Sharp Eye,HT2,performance_shortboard,performance_shortboard,5,9,9,9,8,4,4,10,3,4,10,7,8,10,advanced,manufacturer_inference,medium,medium,False,Applied governed evidence rule: single concave.
8026,Sharp Eye,HT2.5,performance_shortboard,performance_shortboard,5,8,8,8,8,4,4,9,3,4,10,7,8,10,advanced,manufacturer_inference,medium,medium,False,Applied governed evidence rule: single concave.
8028,Sharp Eye,Inferno 72,daily_driver,performance_daily_driver,6,8,7,7,7,7,7,7,5,6,8,8,8,9,intermediate,manufacturer_inference,medium,medium,False,Applied governed evidence rule: single concave.
8029,Sharp Eye,Inferno FT,performance_shortboard,performance_shortboard,5,9,9,9,8,3,3,10,3,4,10,7,8,10,advanced,manufacturer_inference,medium,medium,False,Applied governed evidence rule: single concave.
8030,Sharp Eye,Maguro,step_up,step_up,6,8,10,7,9,5,6,7,5,3,8,5,8,8,intermediate,explicit_manufacturer,high,high,False,Applied governed evidence rule: swallow. Applied governed evidence rule: vee.
8031,Sharp Eye,Modern 2,daily_driver,hybrid_shortboard,8,8,7,9,6,8,8,7,6,7,6,9,7,6,progressing,manufacturer_inference,medium,medium,False,Applied governed evidence rule: vee.
8032,Sharp Eye,Modern 2.5,fish,performance_fish,7,8,7,7,7,7,7,7,5,7,6,7,6,7,progressing,manufacturer_inference,medium,medium,False,
8033,Sharp Eye,Okay,performance_shortboard,performance_shortboard,5,9,9,9,8,3,3,10,3,4,10,7,8,10,advanced,manufacturer_inference,medium,medium,False,Applied governed evidence rule: single concave.
8034,Sharp Eye,Radar,daily_driver,hybrid_shortboard,10,8,7,9,6,9,10,6,6,7,6,9,7,6,progressing,explicit_manufacturer,high,high,False,Applied governed evidence rule: full rails. Applied governed evidence rule: full nose. Applied governed evidence rule: vee.
8035,Sharp Eye,SB-1,performance_shortboard,performance_shortboard,5,9,9,9,8,4,4,10,3,4,10,7,8,10,advanced,manufacturer_inference,medium,medium,False,Applied governed evidence rule: single concave.
8036,Sharp Eye,Storms,performance_shortboard,performance_shortboard,5,9,9,9,8,3,3,10,3,4,10,7,8,10,advanced,explicit_manufacturer,high,high,False,Applied governed evidence rule: single concave.
8037,Sharp Eye,Synergy,performance_shortboard,performance_shortboard,5,8,8,8,8,4,4,9,3,4,10,7,8,10,advanced,manufacturer_inference,medium,medium,False,Applied governed evidence rule: single concave.
8038,Sharp Eye,Zipper,groveller,groveller,8,10,6,7,5,9,9,4,5,10,2,8,5,4,beginner,manufacturer_inference,medium,medium,False,Applied governed evidence rule: flat rocker. Applied governed evidence rule: boxy rails. Applied governed evidence rule: single concave.
8069,Simon Anderson,5 Spark,daily_driver,hybrid_shortboard,8,8,7,8,6,8,8,7,6,7,6,9,7,6,progressing,manufacturer_inference,medium,medium,False,
8070,Simon Anderson,Alley,daily_driver,hybrid_shortboard,8,9,7,9,6,8,8,7,6,7,6,9,7,6,progressing,manufacturer_inference,medium,medium,False,Applied governed evidence rule: single concave. Applied governed evidence rule: vee.
8071,Simon Anderson,Alley Grom,performance_shortboard,performance_twin,6,8,8,8,7,5,5,9,5,6,7,7,7,8,intermediate,manufacturer_inference,medium,medium,False,
8072,Simon Anderson,Big S,mid_length,mid_length,9,7,7,5,7,8,9,5,10,6,6,6,8,7,beginner,manufacturer_inference,medium,medium,False,
8084,Simon Anderson,DSC & DSC VEE,mid_length,mid_length,9,7,7,5,7,8,9,5,10,6,6,6,8,7,beginner,manufacturer_inference,medium,medium,False,
8073,Simon Anderson,DTS,fish,performance_fish,8,10,7,8,7,8,8,7,6,8,6,7,6,7,progressing,manufacturer_inference,medium,medium,False,Applied governed evidence rule: single concave.
8074,Simon Anderson,Early Bird,daily_driver,daily_driver,7,7,7,8,7,7,7,7,5,6,6,9,7,7,progressing,manufacturer_inference,medium,medium,False,Applied governed evidence rule: vee.
8085,Simon Anderson,Face Dancer,daily_driver,hybrid_shortboard,8,8,7,8,6,8,8,7,6,7,6,9,7,6,progressing,manufacturer_inference,medium,medium,False,
8075,Simon Anderson,Face Dancer Step Up,step_up,step_up,6,8,10,6,9,4,5,8,5,3,10,5,9,10,intermediate,manufacturer_inference,medium,medium,False,Applied governed evidence rule: single concave. Applied governed evidence rule: vee.
8076,Simon Anderson,Fusion,daily_driver,daily_driver,7,7,7,7,7,7,7,7,5,6,6,9,7,7,progressing,manufacturer_inference,medium,medium,False,
8087,Simon Anderson,Mollusc,daily_driver,hybrid_shortboard,8,8,7,8,6,8,8,7,6,7,6,9,7,6,progressing,manufacturer_inference,medium,medium,False,
8086,Simon Anderson,Mollusc Robo,mid_length,mid_length,9,7,7,6,7,8,9,5,10,6,6,6,8,7,beginner,manufacturer_inference,medium,medium,False,Applied governed evidence rule: vee.
8077,Simon Anderson,Nomad,fish,performance_fish,8,9,7,8,7,8,8,7,6,8,6,7,6,7,progressing,manufacturer_inference,medium,medium,False,
8088,Simon Anderson,Nxfc,daily_driver,hybrid_shortboard,8,8,8,8,6,8,8,8,6,7,6,9,7,6,progressing,manufacturer_inference,medium,medium,False,
8078,Simon Anderson,Spudnick,fish,performance_fish,8,10,8,9,7,8,8,7,6,8,6,7,6,7,progressing,manufacturer_inference,medium,medium,False,Applied governed evidence rule: swallow.
8079,Simon Anderson,Spudster,groveller,groveller,8,8,6,7,5,9,9,5,6,10,3,8,5,4,beginner,manufacturer_inference,medium,medium,False,
8080,Simon Anderson,SXE3,step_up,step_up,6,7,10,5,9,4,5,8,5,3,10,5,9,10,intermediate,manufacturer_inference,medium,medium,False,
8082,Simon Anderson,T&T,daily_driver,hybrid_shortboard,8,8,7,8,6,8,8,7,6,7,6,9,7,6,progressing,manufacturer_inference,medium,medium,False,
8081,Simon Anderson,Three Peat,daily_driver,hybrid_shortboard,8,8,7,8,6,8,8,7,6,7,6,9,7,6,progressing,manufacturer_inference,medium,medium,False,
8089,Simon Anderson,Varmit,daily_driver,hybrid_shortboard,8,8,7,9,6,8,8,7,6,7,6,9,7,6,progressing,manufacturer_inference,medium,medium,False,Applied governed evidence rule: vee.
8083,Simon Anderson,XFC,daily_driver,hybrid_shortboard,8,8,8,8,6,8,8,8,6,7,6,9,7,6,progressing,manufacturer_inference,medium,medium,False,
