CanonicalModelId,Brand,Model,CurrentPublicFamily,ProposedPublicFamily,PrimaryCategory,SecondaryCategories,ManufacturerIntent,DNAEvidence,WaveIntent,Rocker,Rails,Outline,PerformanceScore,ForgivenessScore,WeakWaveScore,PowerfulWaveScore,Changed,ChangeReason,Confidence,ReviewRequired
7872,Lost,Retro Gun,step_up,step_up,step_up,,"The vee lessens through the centre and increases again into an accelerated tail rocker, with deep double concave cutting through the tail curve. The continuous vee bottom enables a high-volume board to surf lower in the water and engage the rail. It cleanly cuts through big bumpy chop or stiff offshore conditions and allows for smooth, controlled, rail to rail surfing. It easily remains in control at high speeds, in powerful surf. The outline wide point is pushed forward and pulls tight into the tail. This forward wide point (and thickness flow) make paddling through challenging line ups, and ","method=manufacturer_inference; style=hold,drivey,powerful_wave,fast; roles=step_up,travel,reef","{""average_waves"":7,""beach_break"":5,""hollow_waves"":8,""open_face"":9,""point_break"":9,""powerful_waves"":10,""reef_break"":10,""weak_waves"":3}",entry=medium_high;tail=high,refined,narrow,8.5,5,3,10,False,Deterministic mapping from governed primary category step_up.,medium,False
7873,Lost,Retro Ripper,step_up,step_up,step_up,"performance_daily_driver,daily_driver","Designed as an everyday utility board to semi-step up. A great travel board, that can handle some size, and a wide variety of conditions. The target surfer for this board is the guy who tends to ride wider, thicker, high volume, relaxed rocker boards in small, daily surf...and struggles to find a suitable board for bigger, better, or more challenging days. Very well suited for solid East Coast hurricane and winter swells, crowded head high beach breaks, long winding points and really excels in strong offshore winds, or choppy, windy conditions.","method=manufacturer_inference; style=hold,drivey,powerful_wave; roles=step_up,travel,reef","{""average_waves"":7,""beach_break"":5,""hollow_waves"":8,""open_face"":8,""point_break"":8,""powerful_waves"":8,""reef_break"":8,""weak_waves"":3}",entry=medium_high;tail=high,refined,narrow,7.5,5,3,8,False,Deterministic mapping from governed primary category step_up.,medium,False
7874,Lost,Retro Tripper,step_up,step_up,step_up,,"The RETRO TRIPPER is inspired by the desire for a short and wide, with plenty of glide, fish alternative, for surfing punchy and powerful waves with confidence and control. It's wide (beaked) nose, winged pin tail, mellow retro-rocker, flat deck and steep downward rails, combined with Twin+1 fin set-up, excels in good waves, powerful waves, hollow waves, fast waves and big waves, but is still wide and skatey enough for everyday fun. Features Developed in early 2021, first for myself as a board for smaller days on an early season Salina Cruz, March strike mission. My first one worked well, with","method=explicit_manufacturer; style=hold,drivey,powerful_wave,fast,stable; roles=step_up,travel,reef","{""average_waves"":7,""beach_break"":5,""hollow_waves"":9,""open_face"":8,""point_break"":8,""powerful_waves"":9,""reef_break"":8,""weak_waves"":4}",entry=medium_high;tail=high,refined,wide_centre,8.25,6,4,9,False,Deterministic mapping from governed primary category step_up.,high,False
7875,Lost,RNF 96,fish,fish,traditional_fish,"performance_fish,performance_shortboard","THE 5' 5"" X 19 ¼ RNF IS BACK AND BETTER THAN EVER! The surf industry was in a 20 year performance design rut when in '94 and '95 Matt Biolos experimented with multiple variations of fish for himself, Chris Ward and Cory Lopez that became the building blocks for a performance hybrid revolution. ""I'd never before had so many surfers and shapers ask me what are you riding?"" The RNF '96 sh designs that teenaged Chris and Cory took to the North Shore and made their indelible mark on the surfing universe were featured in the seminal '97 surf film 5'5"" X 19 ¼. The key component of Matt's fish is that","method=manufacturer_inference; style=fast,flowing,loose; roles=small_wave,alternative_daily_driver","{""average_waves"":7,""beach_break"":7,""hollow_waves"":5,""open_face"":7,""point_break"":6,""powerful_waves"":5,""reef_break"":5,""weak_waves"":6}",entry=low;tail=low,full,wide_forward,6.5,7,6,5,False,Deterministic mapping from governed primary category traditional_fish.,medium,False
7876,Lost,RNF 96 King Fish,mid_length,mid_length,mid_length,,"""The worlds most popular ""Fish""...all grown up"" By popular demand! The RNF'96_KINGFISH, is here to make all your mid-length (and Mid-life) dreams, come true. We thought about it for years, yet never pulled the trigger. After all these years as the top selling and most popular ""Fish"" model in the world, the ""little disc"" is now stretched out (and sleeked up) into our line of Mid-Length Mayhems. Its no secret that many of us who started riding fish in the mid-'90s are now well into our '50s, not surfing every day and distracted by life's trials and tribulations. We've grown up…and now, our favor","method=explicit_manufacturer; style=glide,flowing,easy_paddle,fast,drivey,forgiving,stable; roles=mid_length,cruiser,point_break","{""average_waves"":7,""beach_break"":6,""hollow_waves"":5,""open_face"":8,""point_break"":8,""powerful_waves"":6,""reef_break"":7,""weak_waves"":6}",entry=low;tail=medium_low,soft,curvy,6.75,8,6,6,False,Deterministic mapping from governed primary category mid_length.,high,False
7877,Lost,RNF 96 Long Toe,fish,fish,performance_fish,traditional_fish,"Introducing Lost x LongToe lamination PU constructed surfboards—unique, one-of-a-kind, crafted creations. Boasting LongToe's unique artistry in a smooth and bright finish on the bottom and rails with handcrafted pin line sanded decks. These boards are more than just watercraft—they're captivating pieces of rideable art that turn heads both in and out of the water. With each board being unique and one-of-a-kind, owning a Lost x LongToe lamination surfboard means owning a unique piece of art that also rips in the surf. The Lost/Mayhem RNF 96 is back and better than ever. The board that launched ","method=manufacturer_inference; style=fast,drivey,responsive,forgiving,stable; roles=small_wave,daily_driver,reef_alternative","{""average_waves"":7,""beach_break"":7,""hollow_waves"":6,""open_face"":7,""point_break"":6,""powerful_waves"":6,""reef_break"":7,""weak_waves"":8}",entry=medium_low;tail=medium,refined,balanced,7.25,8,8,6,False,Deterministic mapping from governed primary category performance_fish.,medium,False
7878,Lost,RNF Redux,daily_driver,daily_driver,hybrid_shortboard,daily_driver,"For the RNF-REDUX, we set about blending the best of both boards. Keeping the pulled in performance and easy-going drive of the Classic, with glide and versatility of the RNF-Quint, we created a high-performance hybrid that paddles well and glides across flat-faced, sloppy, small junk surf, as well as perform radical, on rail, precise high-speed surfing in real waves. Features The rocker, bottom contours and forward outline are based on the Classic. The tail outline is a hybrid of both. An MR influenced, fluted wing, transitions into a narrower swallow. The deep wing and pulled in tail reduce ","method=explicit_manufacturer; style=versatile,balanced,easy_performance,fast,drivey,forgiving,stable; roles=daily_driver,one_board_quiver","{""average_waves"":9,""beach_break"":9,""hollow_waves"":5,""open_face"":8,""point_break"":7,""powerful_waves"":6,""reef_break"":6,""weak_waves"":7}",entry=medium_low;tail=medium,medium,parallel,8.0,8,7,6,False,Deterministic mapping from governed primary category hybrid_shortboard.,high,False
7879,Lost,RNF Retro,fish,fish,traditional_fish,,"The RNF Retro is our latest spin on the always evolving Round Nose Fish. It features noticeable elements from the purist (mostly San Diego influenced) evolution of wide, split tailed Fish, and smashes them together with much of what we have learned in nearly 25 years of shaping and riding the ...Lost RNF. First off, the tail is wide for that effortless glide and retro vibe. Coming in at over 1 inches from tip to tip, and 4 inches deep, it's the deepest and widest split tail we've released. The board prominently features a snowboard-esque, double side cut outline. Strongly influenced by years o","method=manufacturer_inference; style=fast,flowing,loose; roles=small_wave,alternative_daily_driver","{""average_waves"":7,""beach_break"":7,""hollow_waves"":2,""open_face"":7,""point_break"":6,""powerful_waves"":3,""reef_break"":5,""weak_waves"":10}",entry=low;tail=low,full,wide_forward,6.0,7,10,3,False,Deterministic mapping from governed primary category traditional_fish.,medium,False
7880,Lost,RNF Twinzer '96Er,fish,fish,performance_fish,,"The RNF TWINZER '96er The latest incarnation of our definitive fish design, the RNF-'96 enhanced with our TWINZER+ fin cluster. Based off the RNF-'96, a 2021 re-vamped version of our original 5'5"" Round Nose Fish (developed 30 years ago), it's been our best-selling board of the past five years and arguably the best-selling ""fish"" model of all time. The TWINZER '96er combines all the proven performance design details of the RNF-'96 with the added grip, control, and drive of the TWINZER+ fin cluster. All are descendants of the original hand-shaped boards, first ridden by teenaged Chris Ward and ","method=manufacturer_inference; style=fast,drivey,responsive,forgiving,stable; roles=small_wave,daily_driver,reef_alternative","{""average_waves"":8,""beach_break"":7,""hollow_waves"":6,""open_face"":7,""point_break"":6,""powerful_waves"":6,""reef_break"":7,""weak_waves"":8}",entry=medium_low;tail=medium,refined,balanced,7.25,8,8,6,False,Deterministic mapping from governed primary category performance_fish.,medium,False
7881,Lost,Rocket Redux,step_up,step_up,step_up,,"Rocket redux Now in Libtech tech. Before mass media marketeers played Hypto-Crypto with your mind, making you believe in the Sci-Fi that Ghosts and Monstas were more than just Average Joes, Diving through Dumpsters along the Seaside...there was The ROCKET!...and we ain't talking 9 or Wide. Before Instagram and the endless charade of social media surfboard model marketing melted our minds, real word of mouth made one little board iconic throughout the surfing world....The ROCKET. Birthed from a broken blank and the brains of Beschen (Shane) and Budroe, the original Rocket was to simply bea boar","method=manufacturer_inference; style=hold,drivey,powerful_wave; roles=step_up,travel,reef","{""average_waves"":6,""beach_break"":5,""hollow_waves"":8,""open_face"":8,""point_break"":8,""powerful_waves"":8,""reef_break"":8,""weak_waves"":3}",entry=medium_high;tail=high,refined,narrow,7.5,5,3,8,False,Deterministic mapping from governed primary category step_up.,medium,False
7882,Lost,Round Up,step_up,step_up,step_up,,"The Round Up by Lost Surfboards is a great option for when the waves are pumping but the Rock Up is a little too gunny. Keeping the same aggressive rockers and outline, this board has been tweaked to include slightly fuller rails that are more forgiving. The Lost Round UP is a great fun step up option when the waves are pumping but can also perform when they're just above average. Great for controlling speed in head high and larger surf and hollow more powerful waves.","method=manufacturer_inference; style=hold,drivey,powerful_wave; roles=step_up,travel,reef","{""average_waves"":7,""beach_break"":5,""hollow_waves"":10,""open_face"":9,""point_break"":9,""powerful_waves"":10,""reef_break"":10,""weak_waves"":3}",entry=medium_high;tail=high,refined,narrow,7.75,6,3,10,False,Deterministic mapping from governed primary category step_up.,medium,False
7883,Lost,RV,daily_driver,daily_driver,hybrid_shortboard,daily_driver,"The latest in our quest for the ultimate ""Domesticated"" design. The RV is exactly as its name implies… A ""Recreational Vehicle"". Designed for extracting maximum fun with minimum effort and ease of exploitation of your precious free time… If you want to cruise the coast in style and comfort, surf in a resplendent state of wave catching excess and bliss, then the R.V. is for you. The design stems from a blend of the Bottom Feeder/Couch Potato/LayZtoy genre. Noticeable updates include the double wing flyers added to the tail, to reduce surface area and increase bite and precision in turns. The re","method=manufacturer_inference; style=versatile,balanced,easy_performance,fast,forgiving,stable; roles=daily_driver,one_board_quiver","{""average_waves"":9,""beach_break"":9,""hollow_waves"":5,""open_face"":8,""point_break"":7,""powerful_waves"":6,""reef_break"":6,""weak_waves"":7}",entry=medium_low;tail=medium,medium,balanced,7.0,8,7,6,False,Deterministic mapping from governed primary category hybrid_shortboard.,medium,False
7884,Lost,Sabotaj,step_up,step_up,step_up,,"The Sabotaj is the result of ongoing design development between Taj Burrow and Matt Biolos. Meant to perform in the widest range of conditions by minimalistic means, and essentially provide Taj a one board weapon for his last minute, whirlwind travels ...where theres no time, space or desire to pack a proper quiver. The Sabotaj is equally at home in 2' shore break as 8' Indo, and everything in between. Taj rides it 1"" shorter, but a touch wider, than his typical proformance shortboard, but depending on your preferred use, it can be ridden even a bit shorter (or much longer) for various, and eq","method=explicit_manufacturer; style=hold,drivey,powerful_wave; roles=step_up,travel,reef","{""average_waves"":6,""beach_break"":5,""hollow_waves"":10,""open_face"":9,""point_break"":9,""powerful_waves"":10,""reef_break"":10,""weak_waves"":3}",entry=medium_high;tail=high,refined,wide_forward,8.0,5,3,10,False,Deterministic mapping from governed primary category step_up.,high,False
7885,Lost,Sabotaj Legacy,step_up,step_up,step_up,,"The Sabotaj is the result of ongoing design development between Taj Burrow and Matt Biolos. Meant to perform in the widest range of conditions by minimalistic means, and essentially provide Taj a one board weapon for his last minute, whirlwind travels ...where theres no time, space or desire to pack a proper quiver. The Sabotaj is equally at home in 2' shore break as 8' Indo, and everything in between. Taj rides it 1"" shorter, but a touch wider, than his typical proformance shortboard, but depending on your preferred use, it can be ridden even a bit shorter (or much longer) for various, and eq","method=explicit_manufacturer; style=hold,drivey,powerful_wave; roles=step_up,travel,reef","{""average_waves"":6,""beach_break"":5,""hollow_waves"":10,""open_face"":9,""point_break"":9,""powerful_waves"":10,""reef_break"":10,""weak_waves"":3}",entry=medium_high;tail=high,refined,wide_forward,8.0,5,3,10,False,Deterministic mapping from governed primary category step_up.,high,False
7886,Lost,Smooth Operator,mid_length,mid_length,mid_length,,"The Smooth Operator is a trim and turn machine. High volume, low rails and tons of fun. We have souped them up with a 5 fin set up, offering a myriad of options and performance characteristics. More recently, we developed the Crowd Killer, more of a pump and rip stick, with its hyper extended nose rocker and equally aggressive tail rocker. While high volume and performance-minded, the Crowd Killer does not possess the effortless glide and horizontal trim of a classic mid-length. The Smooth Operator does. Built around an exaggeratedly low entry rocker, forward wide point and thickness, and a no","method=manufacturer_inference; style=glide,flowing,easy_paddle,stable; roles=mid_length,cruiser,point_break","{""average_waves"":8,""beach_break"":6,""hollow_waves"":5,""open_face"":8,""point_break"":8,""powerful_waves"":6,""reef_break"":7,""weak_waves"":6}",entry=low;tail=medium_low,low_performance,curvy,6.75,7,6,6,False,Deterministic mapping from governed primary category mid_length.,medium,False
7887,Lost,Smooth Operator Long Toe,mid_length,mid_length,mid_length,,"Introducing Lost x LongToe lamination PU constructed surfboards—unique, one-of-a-kind, crafted creations. Boasting LongToe's unique artistry in a smooth and bright finish on the bottom and rails with handcrafted pin line sanded decks. These boards are more than just watercraft—they're captivating pieces of rideable art that turn heads both in and out of the water. With each board being unique and one-of-a-kind, owning a Lost x LongToe lamination surfboard means owning a unique piece of art that also rips in the surf. The Smooth Operator is a trim and turn machine. High volume, low rails and to","method=explicit_manufacturer; style=glide,flowing,easy_paddle,stable; roles=mid_length,cruiser,point_break","{""average_waves"":8,""beach_break"":6,""hollow_waves"":5,""open_face"":8,""point_break"":8,""powerful_waves"":6,""reef_break"":7,""weak_waves"":6}",entry=low;tail=medium_low,low_performance,curvy,6.75,7,6,6,False,Deterministic mapping from governed primary category mid_length.,high,False
7888,Lost,Speed Demon,daily_driver,daily_driver,hybrid_shortboard,daily_driver,"The SPEED DEMON was an original …Lost Surfboards model—a model synonymous with full-on, pedal-to-the-metal, furiously fast, small-wave surfing. Originally developed with feedback from San Clemente Mafia maestro, Dino Andino, in the mid-1990s, it became one of our early, well-known models. Tuned at the long, sloping, flattish-faced waves of Trestles, with design details drawn from decades of down-the-line speed runs and big, head-snapping hacks. With its speed-centric low rocker, plenty of width and thickness, deep concave, and some vee running through the rear of Dino's signature extra-wide ta","method=manufacturer_inference; style=versatile,balanced,easy_performance,fast,forgiving,stable; roles=daily_driver,one_board_quiver","{""average_waves"":9,""beach_break"":9,""hollow_waves"":4,""open_face"":8,""point_break"":7,""powerful_waves"":5,""reef_break"":6,""weak_waves"":9}",entry=medium_low;tail=medium,medium,balanced,7.25,8,9,5,False,Deterministic mapping from governed primary category hybrid_shortboard.,medium,False
7889,Lost,Step Driver,step_up,step_up,step_up,"daily_driver,performance_shortboard","Simply put, the Step Driver is a high-performance step-up, directly evolved from the Driver 2.0. Designed for the highest level of performance surfing, where critical manoeuvres and tube riding meet. Meant to be ridden 1-2"" (or more, if customised) longer, similar width and a bit thicker, than a Driver 2.0 or similar HP shortboard, the Step Driver rides like a seamless transition from your everyday board, without sacrificing performance for control. Tested and proven in powerful surf around the world, by WCT surfers such as Olympians, Kolohe Andino, Carissa Moore and Caroline Marks, as well as","method=manufacturer_inference; style=hold,drivey,powerful_wave,fast; roles=step_up,travel,reef","{""average_waves"":7,""beach_break"":5,""hollow_waves"":10,""open_face"":9,""point_break"":9,""powerful_waves"":10,""reef_break"":10,""weak_waves"":3}",entry=medium_high;tail=medium_high,refined,narrow,8.0,4,3,10,False,Deterministic mapping from governed primary category step_up.,medium,False
7890,Lost,Sub Driver,daily_driver,daily_driver,hybrid_shortboard,daily_driver,"Good surfers say it pushes back, even in small waves. Lost's Sub-Driver not only benefits Pros, it really is perfect for most Bros. Short and stubby with plenty of built-in drive, it's easy to catch waves and generate speed on.","method=manufacturer_inference; style=versatile,balanced,easy_performance,fast,forgiving,stable; roles=daily_driver,one_board_quiver","{""average_waves"":8,""beach_break"":9,""hollow_waves"":5,""open_face"":8,""point_break"":7,""powerful_waves"":6,""reef_break"":6,""weak_waves"":7}",entry=medium_low;tail=medium,medium,balanced,7.0,8,7,6,False,Deterministic mapping from governed primary category hybrid_shortboard.,medium,False
7891,Lost,Sub Driver 2.0,daily_driver,performance_shortboard,performance_daily_driver,"daily_driver,performance_shortboard","Our best small wave, performance shortboard just got better! Since its inception, each version of the SUB DRIVER has remained our most successful, small wave competition surfboard. From Kolohe Andino's 2011 run of 5 WQS event wins (WCT qualification) to Mick Fanning taking notice and famously grabbing one of Kolohe's discarded SUB DRIVERS, blazing through heats at The Lowers Pro and subsequently claiming the board had ""Completely changed his perception of what a competition board can be"". The SUB DRIVER has remained a mainstay of our competitive team rider's quivers. Year after year, competito","method=manufacturer_inference; style=responsive,drivey,everyday_performance; roles=daily_driver,performance","{""average_waves"":7,""beach_break"":8,""hollow_waves"":6,""open_face"":9,""point_break"":8,""powerful_waves"":8,""reef_break"":9,""weak_waves"":6}",entry=medium;tail=medium_high,refined,balanced,7.0,7,6,8,True,Its primary identity is a small-wave competition shortboard rather than an everyday fallback.,medium,False
7892,Lost,Sub Driver 3.0 Swallow,performance_shortboard,performance_shortboard,performance_shortboard,,"The Lost Sub-Driver 3.0 was born from Matt Biolos' consistent work with the new generation of surfers on the World Tour. He mas made some subtle refinements in the foil, bottom curves, outline rails and rocker have allowed the Sub-Driver 3.0 to continue to be one of the best small wave surfboards. The Sub-Driver 3.0 is a performance step-down surfboard, for high-speed, small-wave power surfing. The Lost Sub-Driver 3.0 surfboard features: Low tail rocker, curvy rail line creating concave and vee out the back, is a winning small wave combination. Excels in average surf for the everyday surfer wh","method=explicit_manufacturer; style=technical,sensitive,vertical,fast,drivey; roles=performance,competition","{""average_waves"":5,""beach_break"":7,""hollow_waves"":8,""open_face"":9,""point_break"":8,""powerful_waves"":10,""reef_break"":10,""weak_waves"":4}",entry=medium_high;tail=low,low_performance,curvy,9.5,3,4,10,False,Deterministic mapping from governed primary category performance_shortboard.,high,False
7893,Lost,Sub Driver Swallow Tail,daily_driver,daily_driver,hybrid_shortboard,daily_driver,"The Sub Driver Swallow loves small to moderate surf. It is stable, with plenty of built in drive, and easy to catch waves and generate speed on. The wide nose and tail make for a stable platform in small waves and at low speeds. Combined with low overall rocker and full rails, the board can be ridden pretty short. The Sub Driver Swallow not only benefits the Pros, it really is perfect for most of the Bros too. Over the course of 218, we found repeated team success with a new Hip Swallow tail, and are now offering them for 219. Somewhat radical in its design, its most prominent features being t","method=explicit_manufacturer; style=versatile,balanced,easy_performance,fast,drivey,forgiving,stable; roles=daily_driver,one_board_quiver","{""average_waves"":8,""beach_break"":9,""hollow_waves"":5,""open_face"":8,""point_break"":7,""powerful_waves"":6,""reef_break"":6,""weak_waves"":7}",entry=medium_low;tail=medium,full,wide_forward,7.5,9,7,6,False,Deterministic mapping from governed primary category hybrid_shortboard.,high,False
7894,Lost,Sub Scorcher Sting,performance_shortboard,performance_shortboard,performance_shortboard,,"A ...lost classic. The Sub Scorcher is a relaxed rocker, conservatively outlined, higher volumed, easy riding spin on the modern performance shortboard. A central concave to spiral-vee in the tail, small wave specific design. Under the feet of young teen phenom, Kolohe Andino, the OG Sub Scorcher was a break out hit, during its initial run. It has remained a custom order mainstay, ever since. With its mellow rocker, wide, stable outline, shallow single to double, to vee in the tail, the Sub Scorcher is as easy paddling, easy planing and easy riding as a modern, pointed nose shortboard gets. We","method=explicit_manufacturer; style=technical,sensitive,vertical,fast,drivey; roles=performance,competition","{""average_waves"":5,""beach_break"":7,""hollow_waves"":7,""open_face"":9,""point_break"":8,""powerful_waves"":9,""reef_break"":10,""weak_waves"":6}",entry=medium_high;tail=high,low_performance,narrow,9.5,4,6,9,False,Deterministic mapping from governed primary category performance_shortboard.,high,False
7895,Lost,Swordfish,fish,fish,performance_fish,,"SWORD-FISH : A fast, aggressive and powerful predatory 'Fish', with a longer, pointed nose, side cut 'Pelagic' outline, wide fish tail and ridiculously fast rocker. The SWORD-FISH is precisely as the name implies: A furiously fast Pelagic fish, aggressive, with a wide powerful tail, and a long-pointed nose. Designed at the request of (and direction from) Kolohe Andino, as an extension of his favourite RNF-Retro. Kolohe surfed his little neon RNF-Retro better than I'd ever seen anyone surf any fish in small Trestles waves. Inspired, yet not satisfied, he came to me wanting to create something e","method=manufacturer_inference; style=fast,drivey,responsive; roles=small_wave,daily_driver,reef_alternative","{""average_waves"":9,""beach_break"":7,""hollow_waves"":6,""open_face"":7,""point_break"":7,""powerful_waves"":6,""reef_break"":7,""weak_waves"":7}",entry=medium_low;tail=medium,refined,balanced,7.25,7,7,6,False,Deterministic mapping from governed primary category performance_fish.,medium,False
7896,Lost,Terrapin,daily_driver,daily_driver,daily_driver,hybrid_shortboard,"Alex Lopez mastered the art of speed, style and flow in the powder fields of Mt Bachelor. He studied the art of shaping under the wing of his father and some of the best board builders of our time. Alex has dedicated the last decade of his life to the shaping room, refining his skills and perfecting his surf craft one board at a time with his test pilot partner Leah Dawson and a crew of talented free-surfers. The Terrapin is Alex's personal favorite ride. Designed to be a versatile wave catching one-board quiver that excels in all conditions at your home breaks but you can confidently push int","method=manufacturer_inference; style=versatile,reliable,balanced,drivey,glide; roles=daily_driver,one_board_quiver","{""average_waves"":9,""beach_break"":9,""hollow_waves"":6,""open_face"":8,""point_break"":8,""powerful_waves"":6,""reef_break"":7,""weak_waves"":6}",entry=medium;tail=medium,medium,wide_forward,7.25,7,6,6,False,Deterministic mapping from governed primary category daily_driver.,medium,False
7897,Lost,The Original Puddle Jumper,groveller,groveller,groveller,,"The Lost Puddle Jumper is one of Lost Surfboards most loved models of all time. It was one of the original, modern ""groveler"" specific shapes, that caught fire around the world. The Lost Puddle Jumper surfboard features: Its significant width, low rocker, forward outline, with wide nose and tail, make paddling, catching waves and skating along on small waves a breeze. Fast and drivey, with plenty of lift, the magic comes from the hyper-curved rail line rocker, which runs parallel to the stringer, near the nose, then exaggerates into a deep single concave, that swoops back down to a significant","method=explicit_manufacturer; style=easy_speed,forgiving,playful,fast,stable; roles=small_wave,summer","{""average_waves"":6,""beach_break"":8,""hollow_waves"":2,""open_face"":5,""point_break"":5,""powerful_waves"":2,""reef_break"":4,""weak_waves"":10}",entry=low;tail=low,full,parallel,6.0,9,10,2,False,Deterministic mapping from governed primary category groveller.,high,False
7898,Lost,The Ripper Round,daily_driver,daily_driver,hybrid_shortboard,"small_wave_shortboard,daily_driver","""2024's runaway small wave shortboard hit… The RIPPER, is now available with a round tail."" The round tail gives The RIPPER more range in a wider variety of waves than the original squash tail excelled in. Reducing surface area in the last few inches of the tail lends more control, at higher speeds and allows more precise turns in tighter, powerful pockets. With only a minimal loss of lift and effectiveness in the smallest surf, the RIPPER Rnd makes up for it, with increased effectiveness once the surf gets a bit more size or punch. Whether it's long drawn out carves on overhead walls or quick","method=manufacturer_inference; style=versatile,balanced,easy_performance,fast,forgiving,stable; roles=daily_driver,one_board_quiver","{""average_waves"":10,""beach_break"":9,""hollow_waves"":5,""open_face"":8,""point_break"":7,""powerful_waves"":6,""reef_break"":6,""weak_waves"":7}",entry=medium_low;tail=medium,medium,curvy,7.25,8,7,6,False,Deterministic mapping from governed primary category hybrid_shortboard.,medium,False
7899,Lost,The Ripper Squash,daily_driver,daily_driver,hybrid_shortboard,daily_driver,"THE RIPPER! A rip-roaring, radically fun small-wave slasher, carved out from the ridiculously popular Rad Ripper. This board is built to tear apart everyday, average surf and leave neon '80s nostalgia washed up on the sand. The RIPPER was inspired by Kolohe Andino, whose love for (and performances on) the Rad Ripper are undeniable. Hooked on the Rad Ripper, Kolohe wanted a version with a more modern feel—something that ditched the retro '80s vibe in favour of a contemporary, high-performance design. The result? An all-new small-wave shred sled. To achieve this, we scrapped the beak nose and re","method=manufacturer_inference; style=versatile,balanced,easy_performance,fast,forgiving,stable; roles=daily_driver,one_board_quiver","{""average_waves"":9,""beach_break"":9,""hollow_waves"":6,""open_face"":8,""point_break"":7,""powerful_waves"":6,""reef_break"":6,""weak_waves"":7}",entry=medium_low;tail=medium,medium,balanced,7.75,8,7,6,False,Deterministic mapping from governed primary category hybrid_shortboard.,medium,False
7900,Lost,Tube Pig,daily_driver,daily_driver,hybrid_shortboard,daily_driver,"The Tube Pig has been designed with Taj Burrow for surfing in his local big Western Australia waves. This model combines a nose that has more width than its rounded pin tail to increase paddle power while also maximising front foot drive. With the pulled in tail, this board also offers you plenty of control even with a lower than normal, but still typically high performance rocker. The Taj Burrow Tube Pig by Mayhem is going to be your next go to barrel board for big barreling pumping waves. For best results. try the Tube Pig around the same size if not a little bigger than your standard shortb","method=manufacturer_inference; style=versatile,balanced,easy_performance,fast,drivey,forgiving,stable; roles=daily_driver,one_board_quiver","{""average_waves"":10,""beach_break"":9,""hollow_waves"":6,""open_face"":8,""point_break"":7,""powerful_waves"":7,""reef_break"":6,""weak_waves"":7}",entry=medium_low;tail=medium,medium,balanced,8.0,8,7,7,False,Deterministic mapping from governed primary category hybrid_shortboard.,medium,False
7901,Lost,Uber Driver,daily_driver,daily_driver,daily_driver,,"If you thought the Uber Driver was a super fun, forgiving performance board then just wait until you try the Uber Driver LightSpeed. Surf faster, tighter and stronger. The Uber Driver in LightSpeed features; the outline and rocker/concaves from the back half (engine room/control centre) of the DRIVERS currently ridden in smaller waves on tour by Kolohe Andino and Griffin Colapinto. It is then blended to a lower, wider, faster, more forgiving and playful nose. The tail features a low centreline rocker with a curvy rail line rocker under the rear foot, that transitions from a generous single/dou","method=manufacturer_inference; style=versatile,reliable,balanced,forgiving,stable; roles=daily_driver,one_board_quiver","{""average_waves"":8,""beach_break"":9,""hollow_waves"":6,""open_face"":8,""point_break"":7,""powerful_waves"":6,""reef_break"":7,""weak_waves"":6}",entry=medium;tail=medium,medium,curvy,7.25,8,6,6,False,Deterministic mapping from governed primary category daily_driver.,medium,False
7902,Lost,Uber Driver XL,daily_driver,daily_driver,hybrid_shortboard,daily_driver,"For the guy who knows how to surf, prefers a modern Pro-Formance rocker, but needs a bit of help in the crowded line ups and sloppy surf. Flatter, faster (slightly fatter) and funner. You won't have a bummer...Winter, Spring, Fall or Summer By popular demand! When developing the Uber Driver, we overlooked the Domesticated and distinguished Gentlemen..aka bigger boys...My bad! Not anymore. The Uber Driver XL is just as the name says: A scaled up version of the recently re-vamped Uber Driver. The Uber Driver XL is designed for bigger or domesticated surfers, as well as intermediate surfers looki","method=manufacturer_inference; style=versatile,balanced,easy_performance,fast,forgiving,stable; roles=daily_driver,one_board_quiver","{""average_waves"":9,""beach_break"":9,""hollow_waves"":5,""open_face"":8,""point_break"":7,""powerful_waves"":6,""reef_break"":6,""weak_waves"":7}",entry=medium_low;tail=medium,medium,balanced,7.0,8,7,6,False,Deterministic mapping from governed primary category hybrid_shortboard.,medium,False
7903,Lost,V3 Rocket,groveller,groveller,small_wave_shortboard,,"The Lost V3 Rocket has been designed to perform in a range of conditions and wave types providing the user with a go-to one board quiver. The board has a double v-wing tail, this reduced width behind the back foot enables precise control when surfing tight in the pocket. Mayhem designed the V3 Rocket to function in a wider range of wave sizes. Mayhem recommends this board as a 5-fin as it goes great as both a quad and a thruster helping you keep control in all conditions. All-round performance surfing the V3 Rocket by Mayhem is great for the one board surfer or those travelling and surfing a r","method=manufacturer_inference; style=fast,responsive,small_wave_performance; roles=small_wave,step_down","{""average_waves"":7,""beach_break"":8,""hollow_waves"":3,""open_face"":6,""point_break"":6,""powerful_waves"":4,""reef_break"":5,""weak_waves"":9}",entry=medium_low;tail=medium_low,medium,balanced,6.5,7,9,4,False,Deterministic mapping from governed primary category small_wave_shortboard.,medium,False
